"age","job","marital","education","default","balance","housing","loan","previous","poutcome","P (y=no)","P (y=yes)","Prediction (y)","Prediction (y) (Confidence)"
28,"admin.","single","unknown","no",731,"yes","no",0,"unknown",0.9100000262260437,0.09000000357627869,"no",0.9100000262260437
47,"blue-collar","married","unknown","no",3460,"yes","no",0,"unknown",0.7900000214576721,0.20999999344348907,"no",0.7900000214576721
34,"blue-collar","single","secondary","no",1848,"yes","no",0,"unknown",1,0,"no",1
34,"management","single","tertiary","no",125,"yes","yes",0,"unknown",0.9700000286102295,0.029999999329447746,"no",0.9700000286102295
38,"technician","married","secondary","no",635,"no","no",0,"unknown",1,0,"no",1
55,"management","divorced","secondary","no",394,"no","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
51,"admin.","married","secondary","no",1699,"no","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
59,"management","single","tertiary","no",911,"no","yes",0,"unknown",0.9700000286102295,0.029999999329447746,"no",0.9700000286102295
42,"blue-collar","married","secondary","no",-355,"yes","yes",0,"unknown",1,0,"no",1
42,"self-employed","married","tertiary","no",21861,"no","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
52,"management","married","secondary","no",3258,"no","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
38,"admin.","married","primary","no",3,"yes","yes",0,"unknown",0.8199999928474426,0.18000000715255737,"no",0.8199999928474426
56,"management","divorced","tertiary","no",0,"no","no",0,"unknown",0.8799999952316284,0.11999999731779099,"no",0.8799999952316284
46,"management","married","tertiary","no",625,"yes","no",0,"unknown",1,0,"no",1
39,"unknown","married","secondary","no",1701,"no","no",0,"unknown",1,0,"no",1
41,"blue-collar","single","secondary","no",656,"no","no",0,"unknown",0.949999988079071,0.05000000074505806,"no",0.949999988079071
36,"services","married","secondary","no",1328,"yes","no",0,"unknown",1,0,"no",1
32,"services","married","secondary","no",21,"no","no",0,"unknown",1,0,"no",1
37,"services","single","secondary","no",2571,"no","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
51,"management","married","tertiary","no",12,"no","no",0,"unknown",0.9700000286102295,0.029999999329447746,"no",0.9700000286102295
32,"blue-collar","married","primary","no",1138,"yes","yes",0,"unknown",0.9700000286102295,0.029999999329447746,"no",0.9700000286102295
26,"management","single","secondary","no",565,"yes","no",0,"unknown",0.949999988079071,0.05000000074505806,"no",0.949999988079071
56,"services","married","primary","no",444,"yes","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
39,"self-employed","married","tertiary","no",1047,"no","no",0,"unknown",0.8600000143051147,0.14000000059604645,"no",0.8600000143051147
52,"housemaid","married","primary","no",1837,"no","no",0,"unknown",1,0,"no",1
25,"management","single","tertiary","no",490,"yes","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
60,"retired","married","secondary","no",-1110,"yes","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
43,"entrepreneur","married","tertiary","no",5506,"no","yes",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
39,"management","divorced","unknown","no",401,"no","no",0,"unknown",0.8700000047683716,0.12999999523162842,"no",0.8700000047683716
33,"blue-collar","married","primary","no",3704,"yes","no",0,"unknown",1,0,"no",1
54,"management","married","tertiary","no",884,"yes","no",0,"unknown",1,0,"no",1
39,"blue-collar","married","primary","no",0,"no","no",0,"unknown",1,0,"no",1
51,"self-employed","married","primary","no",10,"no","no",0,"unknown",1,0,"no",1
38,"blue-collar","married","secondary","no",292,"yes","yes",0,"unknown",1,0,"no",1
37,"self-employed","single","tertiary","no",984,"no","no",0,"unknown",0.949999988079071,0.05000000074505806,"no",0.949999988079071
38,"management","married","secondary","no",794,"yes","no",0,"unknown",1,0,"no",1
46,"unknown","married","unknown","no",2505,"no","no",0,"unknown",1,0,"no",1
38,"unknown","married","primary","no",0,"no","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
58,"unknown","married","tertiary","no",4150,"no","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
31,"technician","single","unknown","no",694,"yes","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
51,"management","married","tertiary","no",9796,"no","yes",0,"unknown",0.9200000166893005,0.07999999821186066,"no",0.9200000166893005
41,"housemaid","divorced","primary","no",9059,"no","no",0,"unknown",0.9700000286102295,0.029999999329447746,"no",0.9700000286102295
26,"blue-collar","single","secondary","no",940,"yes","no",0,"unknown",0.9599999785423279,0.03999999910593033,"no",0.9599999785423279
26,"technician","single","secondary","no",639,"yes","no",0,"unknown",1,0,"no",1
26,"admin.","married","secondary","no",710,"yes","yes",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
38,"blue-collar","married","primary","no",8251,"no","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
29,"technician","single","secondary","no",778,"yes","no",0,"unknown",0.9700000286102295,0.029999999329447746,"no",0.9700000286102295
38,"admin.","single","secondary","no",3823,"no","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
47,"unknown","married","unknown","no",750,"no","no",0,"unknown",0.9599999785423279,0.03999999910593033,"no",0.9599999785423279
60,"technician","married","tertiary","no",0,"no","no",0,"unknown",0.8600000143051147,0.14000000059604645,"no",0.8600000143051147
37,"services","single","secondary","no",148,"no","yes",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
58,"technician","divorced","secondary","no",797,"yes","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
30,"management","single","tertiary","no",329,"yes","no",0,"unknown",1,0,"no",1
58,"management","divorced","tertiary","no",1266,"no","yes",0,"unknown",0.9599999785423279,0.03999999910593033,"no",0.9599999785423279
41,"entrepreneur","married","primary","no",406,"no","no",0,"unknown",0.8999999761581421,0.10000000149011612,"no",0.8999999761581421
35,"self-employed","married","secondary","no",116,"no","no",0,"unknown",1,0,"no",1
35,"blue-collar","married","secondary","no",3595,"no","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
55,"blue-collar","divorced","secondary","no",4053,"no","no",0,"unknown",0.9399999976158142,0.05999999865889549,"no",0.9399999976158142
39,"services","married","secondary","no",-540,"no","no",0,"unknown",0.9200000166893005,0.07999999821186066,"no",0.9200000166893005
34,"technician","married","secondary","no",139,"yes","yes",0,"unknown",1,0,"no",1
36,"management","single","tertiary","no",624,"yes","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
30,"admin.","single","secondary","no",223,"yes","no",0,"unknown",1,0,"no",1
40,"blue-collar","single","primary","no",1055,"no","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
36,"self-employed","single","tertiary","no",2000,"no","no",0,"unknown",0.9700000286102295,0.029999999329447746,"no",0.9700000286102295
52,"self-employed","married","secondary","no",9,"no","yes",0,"unknown",1,0,"no",1
57,"blue-collar","married","primary","no",679,"yes","no",0,"unknown",1,0,"no",1
40,"admin.","married","secondary","no",334,"yes","no",0,"unknown",1,0,"no",1
38,"admin.","married","secondary","no",215,"yes","yes",0,"unknown",0.9300000071525574,0.07000000029802322,"no",0.9300000071525574
36,"entrepreneur","divorced","tertiary","no",914,"no","no",0,"unknown",0.9700000286102295,0.029999999329447746,"no",0.9700000286102295
54,"self-employed","divorced","primary","no",351,"yes","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
41,"admin.","single","secondary","no",84,"yes","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
26,"admin.","married","secondary","no",1417,"yes","no",0,"unknown",0.949999988079071,0.05000000074505806,"no",0.949999988079071
39,"blue-collar","married","secondary","no",123,"yes","no",0,"unknown",1,0,"no",1
50,"services","single","secondary","no",1205,"yes","no",0,"unknown",1,0,"no",1
46,"self-employed","single","secondary","no",2899,"no","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
48,"entrepreneur","married","tertiary","no",810,"no","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
59,"self-employed","married","tertiary","no",10360,"no","no",0,"unknown",0.9399999976158142,0.05999999865889549,"no",0.9399999976158142
48,"services","married","secondary","no",328,"no","no",0,"unknown",1,0,"no",1
52,"blue-collar","married","primary","no",4793,"yes","no",0,"unknown",1,0,"no",1
56,"unemployed","divorced","secondary","no",763,"no","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
52,"self-employed","married","tertiary","no",1088,"yes","no",0,"unknown",1,0,"no",1
53,"entrepreneur","married","unknown","no",19850,"no","no",0,"unknown",0.9100000262260437,0.09000000357627869,"no",0.9100000262260437
51,"self-employed","married","primary","no",8313,"no","no",0,"unknown",1,0,"no",1
37,"technician","single","tertiary","no",1309,"no","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
59,"retired","married","primary","yes",-488,"no","yes",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
56,"housemaid","divorced","tertiary","no",1059,"no","yes",0,"unknown",0.9399999976158142,0.05999999865889549,"no",0.9399999976158142
43,"self-employed","married","tertiary","no",64,"no","no",0,"unknown",1,0,"no",1
48,"management","married","tertiary","no",0,"yes","no",0,"unknown",1,0,"no",1
39,"services","married","secondary","no",207,"no","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
43,"admin.","married","primary","no",482,"yes","no",0,"unknown",1,0,"no",1
36,"blue-collar","married","secondary","no",70,"yes","no",0,"unknown",1,0,"no",1
41,"management","single","tertiary","no",195,"no","no",0,"unknown",1,0,"no",1
32,"services","divorced","secondary","no",5267,"yes","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
44,"blue-collar","single","secondary","no",259,"yes","no",0,"unknown",1,0,"no",1
25,"admin.","single","secondary","no",0,"yes","no",0,"unknown",1,0,"no",1
53,"technician","married","secondary","no",480,"no","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
49,"housemaid","divorced","secondary","no",630,"no","no",0,"unknown",1,0,"no",1
41,"housemaid","single","primary","no",21,"no","no",0,"unknown",0.9399999976158142,0.05999999865889549,"no",0.9399999976158142
46,"technician","married","secondary","no",0,"no","no",0,"unknown",1,0,"no",1
35,"services","single","secondary","no",-2,"no","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
40,"services","single","secondary","no",2936,"no","no",0,"unknown",0.9700000286102295,0.029999999329447746,"no",0.9700000286102295
36,"housemaid","single","tertiary","no",561,"no","no",0,"unknown",0.9700000286102295,0.029999999329447746,"no",0.9700000286102295
55,"housemaid","married","primary","no",1870,"no","no",0,"unknown",1,0,"no",1
49,"housemaid","divorced","unknown","no",2754,"no","no",0,"unknown",0.8899999856948853,0.10999999940395355,"no",0.8899999856948853
29,"blue-collar","single","primary","no",213,"yes","no",0,"unknown",0.9399999976158142,0.05999999865889549,"no",0.9399999976158142
35,"management","married","tertiary","no",482,"no","no",0,"unknown",1,0,"no",1
38,"blue-collar","married","secondary","no",3598,"no","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
39,"technician","single","secondary","no",201,"no","yes",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
45,"housemaid","single","secondary","no",5287,"no","no",0,"unknown",0.9100000262260437,0.09000000357627869,"no",0.9100000262260437
37,"blue-collar","married","secondary","no",1,"no","no",0,"unknown",1,0,"no",1
52,"retired","married","secondary","no",1956,"no","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
56,"unemployed","divorced","tertiary","no",832,"no","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
46,"retired","single","primary","no",1190,"no","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
45,"services","married","secondary","no",191,"no","yes",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
58,"entrepreneur","married","primary","no",52499,"no","no",0,"unknown",0.8799999952316284,0.11999999731779099,"no",0.8799999952316284
57,"entrepreneur","married","tertiary","no",958,"no","no",0,"unknown",1,0,"no",1
37,"management","married","tertiary","no",1698,"yes","no",0,"unknown",1,0,"no",1
28,"blue-collar","single","tertiary","no",727,"yes","no",0,"unknown",1,0,"no",1
46,"admin.","married","primary","no",595,"yes","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
38,"housemaid","married","primary","no",3577,"no","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
49,"blue-collar","married","primary","no",0,"yes","no",0,"unknown",1,0,"no",1
30,"student","single","unknown","no",1232,"yes","no",0,"unknown",1,0,"no",1
48,"management","married","primary","no",2803,"yes","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
35,"blue-collar","married","secondary","no",594,"yes","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
59,"retired","divorced","primary","no",40,"no","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
53,"management","married","unknown","no",12001,"no","no",0,"unknown",0.8600000143051147,0.14000000059604645,"no",0.8600000143051147
51,"housemaid","married","primary","no",1275,"no","no",0,"unknown",1,0,"no",1
49,"technician","single","secondary","no",-97,"yes","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
53,"retired","married","secondary","no",1300,"no","no",0,"unknown",1,0,"no",1
35,"management","single","tertiary","no",68,"no","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
47,"admin.","divorced","secondary","no",295,"yes","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
40,"admin.","married","secondary","no",2199,"no","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
57,"retired","married","secondary","no",3783,"yes","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
37,"blue-collar","married","secondary","no",287,"yes","no",0,"unknown",1,0,"no",1
29,"blue-collar","married","secondary","no",87,"yes","no",0,"unknown",1,0,"no",1
39,"technician","married","secondary","no",3050,"yes","no",0,"unknown",1,0,"no",1
41,"blue-collar","married","primary","no",-204,"yes","yes",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
58,"retired","married","secondary","no",2836,"no","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
35,"admin.","married","secondary","no",640,"no","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
46,"unknown","married","unknown","no",2367,"no","no",0,"unknown",1,0,"no",1
36,"self-employed","married","tertiary","no",16430,"yes","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
32,"entrepreneur","married","secondary","no",1328,"yes","no",0,"unknown",1,0,"no",1
52,"technician","married","secondary","no",-38,"no","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
48,"services","divorced","primary","no",927,"no","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
53,"housemaid","married","primary","no",5098,"yes","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
33,"blue-collar","married","secondary","no",2645,"yes","yes",0,"unknown",1,0,"no",1
57,"technician","divorced","secondary","no",204,"no","no",0,"unknown",0.9700000286102295,0.029999999329447746,"no",0.9700000286102295
38,"blue-collar","single","secondary","no",-56,"yes","yes",0,"unknown",1,0,"no",1
43,"management","divorced","secondary","no",311,"no","no",0,"unknown",0.9700000286102295,0.029999999329447746,"no",0.9700000286102295
37,"self-employed","married","tertiary","no",0,"no","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
39,"services","single","secondary","no",158,"yes","no",0,"unknown",1,0,"no",1
37,"blue-collar","married","primary","no",7,"no","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
60,"retired","married","secondary","no",2586,"no","no",0,"unknown",0.9700000286102295,0.029999999329447746,"no",0.9700000286102295
52,"housemaid","single","tertiary","no",0,"no","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
48,"blue-collar","single","primary","no",10442,"no","no",0,"unknown",0.7699999809265137,0.23000000417232513,"no",0.7699999809265137
44,"technician","divorced","secondary","no",414,"yes","yes",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
39,"blue-collar","married","primary","no",1005,"no","no",0,"unknown",1,0,"no",1
58,"retired","married","secondary","no",610,"yes","no",0,"unknown",1,0,"no",1
46,"housemaid","married","primary","no",1676,"no","no",0,"unknown",1,0,"no",1
60,"technician","married","secondary","no",0,"yes","no",0,"unknown",0.949999988079071,0.05000000074505806,"no",0.949999988079071
49,"services","married","secondary","no",-33,"yes","no",0,"unknown",0.9100000262260437,0.09000000357627869,"no",0.9100000262260437
57,"unknown","married","secondary","no",2,"no","no",0,"unknown",1,0,"no",1
50,"unknown","married","primary","no",1502,"no","no",0,"unknown",0.9200000166893005,0.07999999821186066,"no",0.9200000166893005
28,"blue-collar","married","secondary","no",2788,"yes","no",0,"unknown",0.8899999856948853,0.10999999940395355,"no",0.8899999856948853
27,"technician","single","tertiary","no",1526,"yes","no",0,"unknown",0.9599999785423279,0.03999999910593033,"no",0.9599999785423279
56,"unemployed","married","secondary","no",660,"yes","no",0,"unknown",1,0,"no",1
38,"blue-collar","married","secondary","no",1434,"no","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
39,"technician","married","secondary","no",328,"no","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
51,"blue-collar","married","secondary","no",502,"no","no",0,"unknown",1,0,"no",1
39,"blue-collar","married","secondary","no",497,"no","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
44,"services","married","secondary","no",-63,"no","no",0,"unknown",1,0,"no",1
32,"blue-collar","single","primary","no",5418,"yes","no",0,"unknown",0.949999988079071,0.05000000074505806,"no",0.949999988079071
37,"blue-collar","married","secondary","no",2870,"yes","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
39,"self-employed","married","tertiary","no",3201,"no","no",0,"unknown",0.9300000071525574,0.07000000029802322,"no",0.9300000071525574
37,"management","single","tertiary","no",7179,"yes","no",0,"unknown",0.9599999785423279,0.03999999910593033,"no",0.9599999785423279
27,"technician","single","tertiary","no",535,"yes","no",0,"unknown",0.9700000286102295,0.029999999329447746,"no",0.9700000286102295
27,"blue-collar","married","secondary","no",379,"yes","yes",0,"unknown",0.949999988079071,0.05000000074505806,"no",0.949999988079071
58,"blue-collar","married","primary","no",9200,"no","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
39,"technician","single","secondary","no",1963,"yes","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
41,"self-employed","married","primary","no",340,"no","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
60,"management","married","primary","no",295,"no","no",0,"unknown",0.949999988079071,0.05000000074505806,"no",0.949999988079071
53,"retired","married","primary","no",17,"no","yes",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
36,"technician","married","secondary","no",5521,"no","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
40,"admin.","married","secondary","no",3234,"no","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
51,"retired","divorced","tertiary","no",126,"no","yes",0,"unknown",0.8600000143051147,0.14000000059604645,"no",0.8600000143051147
55,"blue-collar","married","unknown","no",7561,"no","no",0,"unknown",0.9700000286102295,0.029999999329447746,"no",0.9700000286102295
40,"admin.","married","secondary","no",947,"no","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
42,"blue-collar","married","secondary","no",375,"yes","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
39,"entrepreneur","married","secondary","yes",0,"no","no",0,"unknown",1,0,"no",1
37,"housemaid","single","secondary","no",-178,"yes","no",0,"unknown",0.9700000286102295,0.029999999329447746,"no",0.9700000286102295
28,"blue-collar","married","secondary","no",822,"yes","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
41,"services","single","secondary","no",260,"no","no",0,"unknown",0.9599999785423279,0.03999999910593033,"no",0.9599999785423279
39,"blue-collar","single","secondary","no",1170,"no","no",0,"unknown",0.9599999785423279,0.03999999910593033,"no",0.9599999785423279
34,"blue-collar","married","secondary","no",291,"yes","no",0,"unknown",1,0,"no",1
48,"management","married","tertiary","no",-1232,"yes","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
37,"self-employed","married","secondary","no",215,"yes","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
52,"unknown","married","primary","no",547,"no","no",0,"unknown",0.9100000262260437,0.09000000357627869,"no",0.9100000262260437
37,"blue-collar","married","secondary","no",3574,"yes","no",0,"unknown",1,0,"no",1
50,"management","married","tertiary","no",0,"yes","no",0,"unknown",1,0,"no",1
53,"retired","divorced","primary","no",2997,"no","no",0,"unknown",0.9599999785423279,0.03999999910593033,"no",0.9599999785423279
56,"technician","married","secondary","no",992,"no","no",0,"unknown",1,0,"no",1
45,"unemployed","married","secondary","no",1603,"no","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
42,"management","married","primary","no",4362,"no","no",0,"unknown",0.9700000286102295,0.029999999329447746,"no",0.9700000286102295
59,"housemaid","married","secondary","no",345,"no","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
57,"services","married","secondary","no",1166,"no","no",0,"unknown",1,0,"no",1
53,"unknown","married","secondary","no",16,"no","no",0,"unknown",1,0,"no",1
46,"blue-collar","married","primary","no",1666,"yes","no",0,"unknown",1,0,"no",1
47,"retired","married","secondary","no",2383,"no","no",0,"unknown",1,0,"no",1
44,"entrepreneur","married","tertiary","no",31,"no","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
44,"blue-collar","married","primary","no",2135,"no","no",0,"unknown",0.9700000286102295,0.029999999329447746,"no",0.9700000286102295
59,"housemaid","married","primary","no",0,"no","no",0,"unknown",0.9700000286102295,0.029999999329447746,"no",0.9700000286102295
58,"housemaid","married","tertiary","no",1280,"no","yes",0,"unknown",0.9599999785423279,0.03999999910593033,"no",0.9599999785423279
48,"management","married","primary","no",1744,"no","no",0,"unknown",1,0,"no",1
37,"unemployed","single","primary","no",1241,"no","no",0,"unknown",0.9399999976158142,0.05999999865889549,"no",0.9399999976158142
35,"technician","married","tertiary","no",2518,"no","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
44,"admin.","married","secondary","no",1497,"no","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
35,"management","married","tertiary","no",2308,"no","yes",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
58,"housemaid","married","primary","no",258,"no","no",0,"unknown",1,0,"no",1
47,"management","married","unknown","no",150,"no","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
51,"self-employed","married","tertiary","no",150,"no","no",0,"unknown",1,0,"no",1
39,"blue-collar","single","primary","no",1530,"yes","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
37,"admin.","married","secondary","yes",0,"no","no",0,"unknown",1,0,"no",1
45,"blue-collar","single","primary","no",4289,"yes","no",0,"unknown",0.9300000071525574,0.07000000029802322,"no",0.9300000071525574
40,"services","married","secondary","no",37,"no","no",0,"unknown",1,0,"no",1
35,"admin.","married","secondary","no",5768,"yes","yes",0,"unknown",0.9599999785423279,0.03999999910593033,"no",0.9599999785423279
49,"management","divorced","secondary","no",-46,"yes","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
41,"blue-collar","married","primary","no",16431,"no","no",0,"unknown",0.9700000286102295,0.029999999329447746,"no",0.9700000286102295
53,"management","divorced","primary","no",443,"no","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
44,"management","married","tertiary","no",2876,"no","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
53,"retired","single","primary","no",0,"no","no",0,"unknown",0.9300000071525574,0.07000000029802322,"no",0.9300000071525574
54,"management","married","tertiary","yes",153,"no","no",0,"unknown",1,0,"no",1
39,"blue-collar","married","tertiary","no",10483,"no","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
30,"management","single","tertiary","no",156,"yes","no",0,"unknown",1,0,"no",1
47,"blue-collar","married","primary","no",214,"yes","yes",0,"unknown",1,0,"no",1
38,"blue-collar","married","secondary","no",0,"yes","no",0,"unknown",1,0,"no",1
50,"housemaid","married","secondary","no",1484,"no","no",0,"unknown",1,0,"no",1
44,"technician","married","secondary","no",11016,"no","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
56,"blue-collar","married","primary","no",547,"no","no",0,"unknown",0.9599999785423279,0.03999999910593033,"no",0.9599999785423279
38,"management","single","secondary","no",53,"no","no",0,"unknown",0.9599999785423279,0.03999999910593033,"no",0.9599999785423279
57,"blue-collar","married","primary","no",179,"no","no",0,"unknown",1,0,"no",1
42,"self-employed","married","secondary","no",13242,"no","no",0,"unknown",1,0,"no",1
50,"retired","single","primary","no",208,"no","no",0,"unknown",0.9700000286102295,0.029999999329447746,"no",0.9700000286102295
31,"management","single","tertiary","no",499,"yes","no",0,"unknown",1,0,"no",1
47,"technician","married","tertiary","no",4568,"no","no",0,"unknown",0.9700000286102295,0.029999999329447746,"no",0.9700000286102295
39,"self-employed","married","secondary","no",235,"no","no",0,"unknown",1,0,"no",1
36,"management","married","primary","no",22856,"no","no",0,"unknown",0.9399999976158142,0.05999999865889549,"no",0.9399999976158142
38,"blue-collar","single","unknown","no",840,"no","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
45,"housemaid","married","primary","no",1100,"no","no",0,"unknown",1,0,"no",1
59,"retired","married","secondary","no",1173,"no","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
45,"retired","single","tertiary","no",212,"no","no",0,"unknown",0.9399999976158142,0.05999999865889549,"no",0.9399999976158142
39,"blue-collar","married","primary","no",0,"no","no",0,"unknown",1,0,"no",1
36,"services","married","primary","no",179,"no","no",0,"unknown",0.9599999785423279,0.03999999910593033,"no",0.9599999785423279
43,"technician","single","secondary","no",1462,"no","no",0,"unknown",0.9399999976158142,0.05999999865889549,"no",0.9399999976158142
49,"blue-collar","married","primary","no",902,"no","no",0,"unknown",1,0,"no",1
58,"self-employed","divorced","tertiary","no",1382,"no","no",0,"unknown",0.7900000214576721,0.20999999344348907,"no",0.7900000214576721
54,"entrepreneur","married","secondary","no",0,"no","no",0,"unknown",0.9700000286102295,0.029999999329447746,"no",0.9700000286102295
45,"blue-collar","married","secondary","no",2152,"no","no",0,"unknown",1,0,"no",1
51,"admin.","married","unknown","no",3558,"yes","no",0,"unknown",0.9399999976158142,0.05999999865889549,"no",0.9399999976158142
55,"technician","single","unknown","no",776,"no","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
53,"management","married","primary","no",2096,"no","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
38,"blue-collar","married","secondary","no",2423,"yes","no",0,"unknown",1,0,"no",1
57,"blue-collar","married","secondary","no",5553,"no","yes",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
48,"services","married","secondary","no",533,"no","no",0,"unknown",1,0,"no",1
